,Building Semtex OFFICE (kWh)
365,-0.05792221695498512
366,0.2585665876896499
367,-0.5874130789074883
368,0.526673431975361
369,0.2568634427677168
370,-0.8542729229973887
371,0.4376049807078104
372,0.2568383711772597
373,-0.36399977172479225
374,0.07446879144944063
375,0.18697221674672448
376,-0.1208584547842193
377,-0.3841795303746167
378,0.8114994134142819
379,-0.6935962881841107
380,0.3769411862345109
381,-0.35230900612893734
382,0.597186261780319
383,-0.6274257643882066
384,0.13875342376228872
385,0.37457804701126207
386,-0.4030260870785227
387,0.1806988128031719
388,-0.04452263281912394
389,0.00046553707588259385
390,0.011805412566317841
391,-0.005907164200209536
392,-0.009400467611662577
393,0.02559149312183706
394,-0.038097053107591705
395,0.04571718299536798
396,-0.0469135399330014
397,0.037730718799160456
398,-0.009937088411213324
399,-0.034188800313344814
400,0.0598213126771725
401,-0.040435121144028585
402,0.004153401024687753
403,0.014125903605325618
404,-0.016938619694499835
405,0.028204438602394077
406,-0.10042648470096793
407,0.25445790656213774
408,-0.3553927184781429
409,0.2799866266915316
410,-0.13696858534568435
411,0.06623841272406139
412,-0.06185164961884482
413,0.08589509190926492
414,-0.15343860483982752
415,0.39157560455981866
416,-0.8136446420232204
417,0.8407837984865552
418,-0.06130102976877083
419,-0.6636107868957879
420,0.4938557297291126
421,0.054989947432403596
422,-0.38446867037806953
423,0.6251307520958349
424,-0.7454880597982907
425,0.5444489669357679
426,-0.27610547658418483
427,0.225414828967061
428,-0.2492400651922253
429,0.16480169152122315
430,-0.03546055969396633
431,-0.040363739200707016
432,0.0783159435147951
433,-0.15857746487811397
434,0.3133518276217302
435,-0.39788130544778255
436,0.28346421549694867
437,-0.10072374425411823
438,0.005812464674839646
439,0.0057936341857924845
440,0.05190041292255643
441,-0.2854285941760111
442,0.4307517922762756
443,0.02640304193364784
444,-0.35700710766181487
445,-0.01197084321454156
446,0.019019648570967718
447,0.238823244500729
448,0.031703075422875315
449,-0.1127266643039917
450,-0.31546751474306944
451,0.6500160463549065
452,-0.6434063250697832
453,0.3549344993746075
454,-0.039885774878229086
455,-0.07296460667844684
456,0.05916724483789437
457,-0.03988377149514122
458,0.014080377785177234
459,0.039113061212056266
460,-0.08832903722154839
461,0.09423908800305014
462,-0.07454656691811579
463,0.053771818523770776
464,0.0026671227291785726
465,-0.19216908237893193
466,0.5226222250889094
467,-0.7022037155167595
468,0.4025319900305675
469,0.09650206743066292
470,-0.044991672268864136
471,-0.48524014668340953
472,0.6224657265716047
473,-0.2941789500485683
474,0.03646500619387183
475,0.10333204060585643
476,-0.31321010780879277
477,0.45188030401203605
478,-0.18584079017544042
479,-0.2772379898671886
480,0.3868241054407946
481,-0.2244523212186209
482,0.2540861648640842
483,-0.5500456013917514
484,0.7427120660726629
485,-0.5660101999140323
486,0.2554630679950094
487,-0.09441397568110688
488,0.0557686492304299
489,-0.050317782625462826
490,0.05427469362481929
491,-0.0616451856886755
492,0.06927034409638821
493,-0.0737580621270908
494,0.07374097808247626
495,-0.07046258649203452
496,0.06605436648268181
497,-0.06411395663831598
498,0.08096360408168124
499,-0.18360711678051445
500,0.3991416618991863
501,-0.5320450593436696
502,0.40695286095870387
503,-0.17298974678863743
504,0.016121917314087852
505,0.05358350261505507
506,-0.06481295821104283
507,0.05349091221535218
508,-0.05374819146283727
509,0.06240014855958975
510,-0.06402936362091793
511,0.04756321237510974
512,-0.003830455522198406
513,-0.08988961084473601
514,0.22713314277486063
515,-0.2852303288978888
516,0.15969214481351202
517,0.0317663596395974
518,-0.042068816674103005
519,-0.1901397341075679
520,0.37453587251809495
521,-0.2509895528714381
522,-0.11408659206230709
523,0.5444164918476488
524,-0.7453895003142321
525,0.5034557653393179
526,-0.038314817093933584
527,-0.3374430454516997
528,0.36096406689545546
529,0.07581333638100318
530,-0.5014401003319477
531,0.4668383445341959
532,-0.2062516383796904
533,0.03926637927708043
534,0.032197755056088795
535,-0.018330700355079443
536,-0.0960731676846649
537,0.18363082765748118
538,-0.13539304741762948
539,0.039583134810357024
540,-0.020169934763060837
541,0.14770796434122957
542,-0.41757994482837546
543,0.5870807332550498
544,-0.4500688727246569
545,0.19583183850729569
546,-0.05733097537993359
547,0.01908831740834671
548,-0.008765952540393585
549,-0.0076800578520348495
550,0.07790226651881227
551,-0.21559561860215837
552,0.3023577820423782
553,-0.2363508624059989
554,0.11184651157616798
555,-0.036576796767171516
556,-0.025695813287939018
557,0.11562219469879409
558,-0.14392151855705748
559,-0.035991680645445
560,0.3689650702265368
561,-0.4340434715407824
562,-0.016215285284317815
563,0.4797666494010855
564,-0.4639799740965245
565,0.20806758882240217
566,-0.05074441654263495
567,-0.01153464612223587
568,0.053126953852029146
569,-0.11141323629029642
570,0.28960869521554145
571,-0.6093688132429733
572,0.6768206396341903
573,-0.19314027919669385
574,-0.3331508555999463
575,0.3839865140020393
576,-0.1934305056489123
577,0.09460242407316599
578,-0.10290926525317445
579,0.173053995462233
580,-0.2974420945493321
581,0.45116125228615545
582,-0.5093208055462739
583,0.37582218669538037
584,-0.18475273399378978
585,0.08312865004619141
586,-0.039086272638925834
587,-0.0251894390577192
588,0.14329697204398428
589,-0.32673407170796764
590,0.5496814936591932
591,-0.6401680540878658
592,0.4691502896414832
593,-0.23944137683726296
594,0.16677122398466793
595,-0.1702397562957927
596,0.1270097154286276
597,-0.05890259093217409
598,-0.0014742184804852343
599,0.12901054330973238
600,-0.3348032210917822
601,0.3778298581020181
602,-0.1597003149110634
603,-0.03562677952839266
604,0.0610365101479573
605,-0.037430141747726964
606,0.02178266988306632
607,-0.0003200076177876099
608,-0.026393058697806282
609,0.07052309325369066
610,-0.20795654531178798
611,0.41419625927125736
612,-0.18166186004470575
613,-0.5324755000616648
614,0.5605088039760204
615,0.1237361505632606
616,-0.34942545337024455
617,0.39439199910523826
618,-0.6555712521250712
619,0.5734139646461074
620,-0.22483784648513705
621,0.025886964624820763
622,0.037827770872389976
623,-0.08206024604407247
624,0.14655999853978585
625,-0.23058311609572257
626,0.3137861275834197
627,-0.32474564021639196
628,0.21119463509717207
629,-0.0675670174475087
630,0.0018333062715569781
631,-0.0035144820083843342
632,0.027650332610370754
633,-0.047682856275251595
634,0.04928222423646389
635,-0.03363088868545816
636,0.009659256617780443
637,0.015361233990859091
638,-0.037010413398547826
639,0.059814921534069754
640,-0.12640555554553856
641,0.23970121255208454
642,-0.1761808053372249
643,-0.2178110428962441
644,0.5579290655100806
645,-0.4695885901243777
646,0.17006679415088755
647,0.04219652996306422
648,-0.1294919784643156
649,0.1210280688766403
650,-0.07792950994140568
651,0.05946361819805901
652,-0.05944334072200519
653,0.047760309518963595
654,0.010731943985206271
655,-0.2131020474933223
656,0.5650681086830431
657,-0.6530684938647298
658,0.1688976035256715
659,0.3648368920258207
660,-0.40921208273785936
661,0.19176753237640298
662,-0.03255312295623014
663,-0.13672710726411452
664,0.4166208938516007
665,-0.6669905319994811
666,0.7026129601031812
667,-0.390296849965182
668,-0.2635071945693497
669,0.7493677866539663
670,-0.6265346627794877
671,0.2314334351835612
672,0.03804689835133246
673,-0.20830655691166555
674,0.2798759022690902
675,-0.1910166258938517
676,0.049391341466304084
677,0.02557066944647346
678,-0.04381270163082718
679,0.044687123284482766
680,-0.040429904822183005
681,0.033869608539994545
682,-0.02462155812758482
683,0.004535078537365678
684,0.059941841382617156
685,-0.17597165477290844
686,0.2308464358179947
687,-0.10991744620865518
688,-0.09662469307770749
689,0.1427460035688597
690,0.05609397816805739
691,-0.22389303191169319
692,0.1417918147618238
693,-0.07011277959742657
694,0.261740226287813
695,-0.45929846318784584
696,0.40352816977632955
697,-0.2678309148605038
698,0.20910249738027886
699,-0.15618181804825326
700,0.09152905694745073
701,-0.053120990007094804
702,0.03063349689031014
703,-0.014836555388427541
704,0.026203774192957496
705,-0.127596248961936
706,0.3373975206687234
707,-0.4695293149225037
708,0.3629094706975238
709,-0.16778836313322643
710,0.0673471197074278
711,-0.047729786533238894
712,0.057825167151122514
713,-0.11109760341152963
714,0.21440574565266957
715,-0.2651291853579423
716,0.1662071933340954
717,0.0360493571561058
718,-0.2302984323257462
719,0.1916262202244141
720,0.05524845908252729
721,0.07823362185390437
722,-0.5837549294788786
723,0.6819456731611737
724,-0.3528051902381364
725,0.12288475114796427
726,-0.06324670173967206
727,0.048238748339024085
728,-0.04507492573902283
729,0.04535908804422917
730,-0.04679805712510898
731,0.04854867646791661
732,-0.050141878357806036
733,0.052383710192849264
734,-0.06508440693703932
735,0.06756482750019188
736,0.10147753573164664
737,-0.39030383411694203
738,0.2761024392817504
739,0.08328471643377355
740,0.15600801763989125
741,-0.6859959111840581
742,0.6668715783380108
743,-0.3179234429116633
744,0.12012012262132998
745,-0.06456260507798817
746,0.044360788855200894
747,-0.02967207725296106
748,0.008526605105515728
749,0.02000872490521033
750,-0.048867717661806864
751,0.06858118765012478
752,-0.0716714320155134
753,0.061268959146332236
754,-0.05337489951489971
755,0.07245699629191193
756,-0.17954663199987664
757,0.3939867917525177
758,-0.5299194881416582
759,0.4270222481739978
760,-0.23503397284193994
761,0.15416219973626966
762,-0.2737552120322704
763,0.5779741854491078
764,-0.747222169442189
765,0.519992808658607
766,-0.16288955018414697
767,-0.021982572623812757
768,0.12011223915101255
769,-0.2408131046163362
770,0.19120369312792462
771,0.17403075427714043
772,-0.4986637421747062
773,0.43882434418440397
774,-0.20688627022401107
775,0.08136745608017293
776,-0.05359402650121581
777,0.07253041267009763
778,-0.1266065481072971
779,0.14476094417841523
780,-0.052488440867762165
781,-0.1772003315893187
782,0.5053212997828709
783,-0.6772507719904368
784,0.4864504848218445
785,-0.12207255272284101
786,-0.15195861864316385
787,0.14827546800309221
788,0.19274802972081062
789,-0.47598578311061246
790,0.28577660906343283
791,0.18799710210365106
792,-0.4660429757255997
793,0.3831285482706619
794,-0.1674696521896024
795,0.03647771676177314
796,0.0128222999480343
797,-0.030916690525813806
798,0.029526446741698464
799,-0.01698653337778211
800,0.004105325012218941
801,0.0058129852069228605
802,-0.02250331669325334
803,0.06994405609540877
804,-0.2264399455488757
805,0.5159712085137826
806,-0.6827985358165307
807,0.5109175096620504
808,-0.22158591197892008
809,0.07335485895404048
810,-0.054368744963468885
811,0.14995716610386012
812,-0.34036261547266733
813,0.3048575085520362
814,0.16836297544133672
815,-0.5353219810735013
816,0.30619453973075395
817,0.010368865268759464
818,0.12704736272886663
819,-0.3769537730533514
820,0.32067092357277005
821,-0.11640752540114363
822,0.007546590480089321
823,0.008713633730536685
824,0.008024541042829014
825,-0.03464104556778125
826,0.05800405380939111
827,-0.07143952061474579
828,0.07475941410594089
829,-0.07247451353848788
830,0.06936505574646645
831,-0.0671040192694079
832,0.06444233462880788
833,-0.059790334012468804
834,0.0571197661816214
835,-0.07889696880460662
836,0.13651278992680815
837,-0.1714485294095347
838,0.1298080930994132
839,-0.05709481418833917
840,0.005284935176689487
841,0.04382044449012312
842,-0.15678267556683068
843,0.3310101659732183
844,-0.28343049102036844
845,-0.18665660921970328
846,0.6695961767216332
847,-0.7468821658298026
848,0.5551606218166825
849,-0.32869963837220695
850,0.16254509759816216
851,-0.11453701979644393
852,0.22368238269149998
853,-0.4725028844307815
854,0.6226586892470465
855,-0.4758835815458866
856,0.2261294308021391
857,-0.10062590895281431
858,0.08394799919364004
859,-0.157877626189169
860,0.3279823560992341
861,-0.431613550306313
862,0.3277202411655509
863,-0.14469021401122717
864,0.020974761684215082
865,0.12727475209721462
866,-0.37065475201252696
867,0.5190310365402411
868,-0.40153039983875516
869,0.18574185140927568
870,-0.0711336825408253
871,0.03994790883125887
872,-0.031559029025949314
873,0.027923483258369686
874,-0.019744435606000366
875,0.0039250652675946185
876,0.015145798675938238
877,-0.03188372827703745
878,0.049519696350863285
879,-0.09380475951194711
880,0.2601281570581264
881,-0.5804757531366391
882,0.7618308421092905
883,-0.5433808365784429
884,0.1240611153534914
885,0.22539319607041364
886,-0.4041075538060106
887,0.38838367843482047
888,-0.3013201660068887
889,0.26539501051892955
890,-0.2427871657377878
891,0.18029388942269264
892,-0.14080392289898924
893,0.27388725205189246
894,-0.5859801067480177
895,0.652996298150164
896,-0.23996210005609697
897,0.0011272075187491737
898,-0.29306213242652035
899,0.3543163112601704
900,0.21010896973089643
901,-0.6689316343924432
902,0.49357138739148354
903,-0.1142845668045922
904,0.02285557369869906
905,-0.2525492267292435
906,0.6483716061434492
907,-0.7498191561702185
908,0.3202465297443027
909,-0.02154352184568964
910,0.20722602250518918
911,-0.3278976239631888
912,0.19297782471131342
913,-0.1081133176961373
914,0.21270642054315658
915,-0.459643486630263
916,0.5926179128500024
917,-0.4122227937845153
918,0.12457252075785874
919,0.030898217553520624
920,-0.0758658600912554
921,0.0852363907282978
922,-0.07641377767494362
923,0.037642096533609504
924,0.09004553972248885
925,-0.3225871727091132
926,0.4702972420438769
927,-0.37420996822866215
928,0.19997684682529382
929,-0.17654468747713992
930,0.1889936888522712
931,-0.033173361210685925
932,0.05208404351134632
933,-0.4261505950473641
934,0.5612062250474068
935,-0.3030361364617704
936,0.08124677249011825
937,0.021487086807113087
938,-0.11160262663474896
939,0.16405760199583597
940,-0.14664409116765853
941,0.10622048445025456
942,-0.08958604453435015
943,0.09895050812484385
944,-0.18202460755814798
945,0.36746219291958937
946,-0.4761357136388753
947,0.3433603978942088
948,-0.11445195176947465
949,-0.04759114536757636
950,0.2516178141890464
951,-0.5837196249733481
952,0.7517324618103558
953,-0.523772941610261
954,0.2858192118513685
955,-0.4001038086737587
956,0.5246666880177528
957,-0.29970714062561044
958,-0.010522131299506299
959,0.09113543647880817
960,-0.03469801805092487
961,-0.007219959653866681
962,0.03347874515645799
963,-0.08654444383381588
964,0.17203491703483564
965,-0.20874936116462095
966,0.13512386345198024
967,-0.02914876795973953
968,-0.026837252238919973
969,0.05832737969890189
970,-0.10009039282589782
971,0.11368787182102835
972,-0.06411288069239163
973,-0.002042197058038653
974,0.034742461047507334
975,-0.04072502930181798
976,0.031208262426346778
977,0.01845740072457147
978,-0.20708117724233688
979,0.5385568763256217
980,-0.5837921329432127
981,0.030222791655234005
982,0.5393351215382545
983,-0.532028543524568
984,0.2336105676856164
985,-0.05601334754059195
986,0.002843601949912511
987,0.015800003901539128
988,-0.023747146003429975
989,0.01035179428353672
990,0.07265195635116584
991,-0.25167632310888166
992,0.46038350291033936
993,-0.6105878972290597
994,0.6078973790985458
995,-0.4073742019772908
996,0.16558519655067983
997,-0.044403652784026804
998,0.018915860948901297
999,-0.02586408399583462
1000,0.050640754926561726
1001,-0.12177847344763393
1002,0.2533923674963532
1003,-0.32747765674616147
1004,0.23356131067672692
1005,-0.046886165761257814
1006,-0.12002110378575992
1007,0.20092764621163894
1008,-0.16681832778111527
1009,0.09049868168862218
1010,-0.048470850860582004
1011,0.03495295352387018
1012,-0.030826602993485608
1013,0.03133673834653905
1014,-0.030090344223701493
1015,0.02038269756641853
1016,-0.002704037225960576
1017,-0.01438051088968706
1018,0.02507754629706227
1019,-0.032662792932427465
1020,0.04188450170990876
1021,-0.052087333772732336
1022,0.05974056665745309
1023,-0.06250570996088811
1024,0.059949696947271036
1025,-0.05354141230326093
1026,0.04692709951135754
1027,-0.04465642491017263
1028,0.05463872999123254
1029,-0.11065076507924587
1030,0.2399150514956041
1031,-0.40110245818231505
1032,0.5231171378464907
1033,-0.497180357297097
1034,0.2819313193249897
1035,-0.14241238495770858
1036,0.29608025493318024
1037,-0.45673604141598645
1038,0.29408914586409196
1039,0.1868117117085788
1040,-0.756186248966948
1041,0.6278388534311645
1042,0.49895038722877416
1043,-0.4325151917339838
1044,-0.9824488562915619
1045,0.46420885103805887
1046,0.23254653767760658
1047,0.3051600985349552
1048,0.4046454285179806
1049,-0.07640157746546095
1050,-0.8916759607141671
1051,-0.05003650735368126
1052,0.1333670602837458
1053,0.39338501986588525
1054,0.2749201118776199
1055,-0.676915071927688
1056,0.4154914377166037
1057,-0.1904607311383799
1058,0.09842306023504932
1059,-0.10365374102077851
1060,0.2600246466190512
1061,-0.5758153656896425
1062,0.7634024818720988
1063,-0.5771409692145255
1064,0.25103986729857297
1065,-0.048852030602525076
1066,-0.06309374063365425
1067,0.1150664491559823
1068,-0.08083435077986678
1069,0.014709128960220141
1070,0.0223460084704854
1071,-0.0361572531546841
1072,0.04484334717668759
1073,-0.029927397717521842
1074,-0.04693380121639734
1075,0.26233606486041694
1076,-0.6005305985808711
1077,0.6294967321367153
1078,-0.04185340095285994
1079,-0.5496231842340862
1080,0.5373642638775848
1081,-0.24919930893632625
1082,0.16545115288976575
1083,-0.2812397713982264
1084,0.30276498895927517
1085,-0.06537585579890504
1086,-0.17886510605417527
1087,0.1748145345658827
1088,-0.045783577510597695
1089,-0.03906402220066951
1090,0.10520880092963836
1091,-0.20408364729991746
1092,0.27882225145324924
1093,-0.31170238790893734
1094,0.556769569690367
1095,-0.9379400712934043
1096,0.6074109168298989
1097,0.3223517853106088
1098,-0.5420164587108331
1099,0.05614079558980478
1100,0.18159257377203986
1101,-0.11635403140944334
1102,0.05867050018974851
1103,-0.036056230146790824
1104,0.015968468142446568
1105,-0.0004553448958048989
1106,0.00029999678693570786
1107,-0.015154334487796461
1108,0.035212553526754675
1109,-0.05943055001418429
1110,0.1177343318499382
1111,-0.23524986923295899
1112,0.37952016362147845
1113,-0.4990272230752737
1114,0.5124834254462982
1115,-0.36660732395610296
1116,0.1800660387643802
1117,-0.0787363892717039
1118,0.03258491327517987
1119,0.031055487815820015
1120,-0.13079307461213574
1121,0.19968494015267169
1122,-0.19230292722853193
1123,0.23583060579569093
1124,-0.4253599196238298
1125,0.5460534384930469
1126,-0.3969620088994503
1127,0.14987910508054014
1128,-0.002276657327946907
1129,-0.1276540124059764
1130,0.3308662211827311
1131,-0.4430018863751499
1132,0.31094209238738557
1133,-0.09090433760283645
1134,-0.02882470372887269
1135,0.05702823774957011
1136,-0.04688434088485138
1137,0.020377080766138533
1138,0.004055299519770017
1139,-0.013175182854070044
1140,0.001007564579744269
1141,0.045203640082519314
1142,-0.19324053272254105
1143,0.46238843364905335
1144,-0.6087762554095093
1145,0.42397271661379676
1146,-0.10068927544152473
1147,-0.11428119050674113
1148,0.15460417552706218
1149,0.029273012700372192
1150,-0.36796612163059095
1151,0.5594752533085519
1152,-0.42760900052791584
1153,0.18284239428390237
1154,-0.04987103129835191
1155,0.01471689773592999
1156,-0.017130317481679924
1157,0.051126863136310874
1158,-0.10293994573141418
1159,0.07916190951263502
1160,0.0757760256737825
1161,-0.2041062786779051
1162,0.15917619240347136
1163,-0.026703161824720212
1164,-0.07230801893030048
1165,0.08848185551590149
1166,0.03138359848855998
1167,-0.24828881817024495
1168,0.3230546448378604
1169,-0.11229579422091973
1170,-0.1308827977563709
1171,0.13901287620714342
1172,0.05543014109916555
1173,-0.326575308220594
1174,0.4782813310460803
1175,-0.37081548797882036
1176,0.16842639233552603
1177,-0.06374116951759845
1178,0.04373262268119049
1179,-0.056836576616497325
1180,0.12467838065249737
1181,-0.11547131574492653
1182,-0.24739443989363252
1183,0.5377217449552418
1184,-0.06385719789042099
1185,-0.5319363791422589
1186,0.3393963944095617
1187,0.15870996757470124
1188,-0.27051751235962485
1189,0.14075080604632717
1190,-0.041728486672823806
1191,-0.06365595043382655
1192,0.174018409560027
1193,0.15624762283969318
1194,-0.7872121030775787
1195,0.5013987039020478
1196,0.225867441278087
