,0
829,3.1435014377763424e-15
830,3.1419758878513553e-15
831,3.1404487215058536e-15
832,3.138919939525503e-15
833,3.1373895426968007e-15
834,3.135857531807074e-15
835,3.134323907644482e-15
836,3.1327886709980112e-15
837,3.131251822657481e-15
838,3.1297133634135363e-15
839,3.1281732940576543e-15
840,3.1266316153821382e-15
841,3.12508832818012e-15
842,3.123543433245559e-15
843,3.121996931373241e-15
844,3.1204488233587807e-15
845,3.1188991099986164e-15
846,3.1173477920900125e-15
847,3.1157948704310624e-15
848,3.1142403458206794e-15
849,3.1126842190586057e-15
850,3.111126490945406e-15
851,3.1095671622824675e-15
852,3.108006233872004e-15
853,3.106443706517049e-15
854,3.1048795810214614e-15
855,3.10331385818992e-15
856,3.1017465388279272e-15
857,3.100177623741805e-15
858,3.098607113738698e-15
859,3.0970350096265706e-15
860,3.095461312214207e-15
861,3.093886022311211e-15
862,3.092309140728007e-15
863,3.090730668275836e-15
864,3.0891506057667598e-15
865,3.087568954013657e-15
866,3.0859857138302237e-15
867,3.0844008860309734e-15
868,3.0828144714312363e-15
869,3.0812264708471597e-15
870,3.0796368850957056e-15
871,3.0780457149946527e-15
872,3.076452961362593e-15
873,3.0748586250189357e-15
874,3.0732627067839017e-15
875,3.0716652074785277e-15
876,3.070066127924663e-15
877,3.0684654689449687e-15
878,3.066863231362921e-15
879,3.0652594160028064e-15
880,3.0636540236897238e-15
881,3.062047055249582e-15
882,3.0604385115091035e-15
883,3.0588283932958174e-15
884,3.0572167014380664e-15
885,3.055603436765002e-15
886,3.0539886001065822e-15
887,3.0523721922935767e-15
888,3.050754214157563e-15
889,3.0491346665309237e-15
890,3.0475135502468534e-15
891,3.045890866139351e-15
892,3.044266615043222e-15
893,3.0426407977940782e-15
894,3.0410134152283376e-15
895,3.039384468183223e-15
896,3.0377539574967623e-15
897,3.0361218840077883e-15
898,3.0344882485559365e-15
899,3.0328530519816472e-15
900,3.0312162951261636e-15
901,3.029577978831532e-15
902,3.0279381039405985e-15
903,3.0262966712970152e-15
904,3.0246536817452314e-15
905,3.0230091361305007e-15
906,3.021363035298875e-15
907,3.0197153800972075e-15
908,3.0180661713731505e-15
909,3.016415409975156e-15
910,3.014763096752474e-15
911,3.0131092325551535e-15
912,3.0114538182340415e-15
913,3.0097968546407826e-15
914,3.008138342627817e-15
915,3.0064782830483836e-15
916,3.004816676756516e-15
917,3.003153524607044e-15
918,3.0014888274555927e-15
919,2.9998225861585813e-15
920,2.998154801573225e-15
921,2.9964854745575326e-15
922,2.994814605970304e-15
923,2.993142196671135e-15
924,2.991468247520414e-15
925,2.989792759379319e-15
926,2.9881157331098227e-15
927,2.9864371695746866e-15
928,2.984757069637466e-15
929,2.983075434162503e-15
930,2.9813922640149337e-15
931,2.9797075600606793e-15
932,2.9780213231664537e-15
933,2.976333554199758e-15
934,2.9746442540288812e-15
935,2.9729534235229014e-15
936,2.971261063551682e-15
937,2.969567174985875e-15
938,2.9678717586969173e-15
939,2.966174815557033e-15
940,2.9644763464392316e-15
941,2.962776352217307e-15
942,2.9610748337658375e-15
943,2.9593717919601875e-15
944,2.957667227676502e-15
945,2.9559611417917116e-15
946,2.9542535351835297e-15
947,2.9525444087304503e-15
948,2.950833763311751e-15
949,2.9491215998074897e-15
950,2.9474079190985066e-15
951,2.945692722066421e-15
952,2.9439760095936334e-15
953,2.942257782563323e-15
954,2.9405380418594495e-15
955,2.9388167883667488e-15
956,2.9370940229707388e-15
957,2.935369746557712e-15
958,2.93364396001474e-15
959,2.9319166642296698e-15
960,2.9301878600911264e-15
961,2.92845754848851e-15
962,2.926725730311997e-15
963,2.9249924064525377e-15
964,2.923257577801858e-15
965,2.921521245252457e-15
966,2.91978340969761e-15
967,2.918044072031361e-15
968,2.9163032331485315e-15
969,2.914560893944712e-15
970,2.912817055316267e-15
971,2.911071718160331e-15
972,2.9093248833748097e-15
973,2.907576551858381e-15
974,2.9058267245104893e-15
975,2.904075402231351e-15
976,2.9023225859219517e-15
977,2.9005682764840458e-15
978,2.8988124748201537e-15
979,2.8970551818335647e-15
980,2.895296398428337e-15
981,2.8935361255092933e-15
982,2.8917743639820228e-15
983,2.890011114752882e-15
984,2.888246378728992e-15
985,2.8864801568182383e-15
986,2.8847124499292706e-15
987,2.882943258971504e-15
988,2.8811725848551156e-15
989,2.879400428491047e-15
990,2.877626790791001e-15
991,2.875851672667443e-15
992,2.8740750750336e-15
993,2.8722969988034612e-15
994,2.870517444891774e-15
995,2.8687364142140484e-15
996,2.866953907686552e-15
997,2.8651699262263146e-15
998,2.8633844707511214e-15
999,2.86159754217952e-15
1000,2.859809141430811e-15
1001,2.8580192694250553e-15
1002,2.8562279270830715e-15
1003,2.8544351153264314e-15
1004,2.8526408350774673e-15
1005,2.8508450872592612e-15
1006,2.8490478727956568e-15
1007,2.8472491926112456e-15
1008,2.8454490476313784e-15
1009,2.843647438782157e-15
1010,2.8418443669904373e-15
1011,2.840039833183825e-15
1012,2.838233838290684e-15
1013,2.8364263832401244e-15
1014,2.8346174689620085e-15
1015,2.8328070963869517e-15
1016,2.830995266446317e-15
1017,2.8291819800722182e-15
1018,2.8273672381975184e-15
1019,2.8255510417558298e-15
1020,2.8237333916815134e-15
1021,2.8219142889096757e-15
1022,2.820093734376173e-15
1023,2.8182717290176075e-15
1024,2.8164482737713272e-15
1025,2.814623369575427e-15
1026,2.812797017368747e-15
1027,2.8109692180908727e-15
1028,2.8091399726821315e-15
1029,2.8073092820835994e-15
1030,2.8054771472370917e-15
1031,2.8036435690851683e-15
1032,2.801808548571132e-15
1033,2.799972086639027e-15
1034,2.798134184233639e-15
1035,2.796294842300495e-15
1036,2.794454061785864e-15
1037,2.7926118436367528e-15
1038,2.790768188800908e-15
