,0
0,40.241427001132216
1,45.78282678501071
2,43.04519721148877
3,44.61272842568642
4,44.68984223245581
5,49.13113119212207
6,56.26100913741277
7,57.73395082001552
8,55.76127669770709
9,55.03301292107809
10,56.783039986407516
11,54.09813985037472
12,53.20856916889981
13,51.826563869363135
14,48.89506090861096
15,46.01201381846001
16,44.82028269356627
17,36.08194458329213
18,35.928963795904416
19,34.92445982565477
20,32.34045878638099
21,30.5839209973672
22,27.839976239013428
23,29.077287144986727
24,36.512072441671855
25,40.91741609348264
26,49.1361647949697
27,45.87812756668406
28,48.74105858065468
29,52.92576391352069
30,50.862913429794034
31,53.410512377849145
32,54.103714072655464
33,52.89701310561782
34,52.286154242259585
35,51.78482829935214
36,50.13380039327846
37,47.803863705561305
38,48.85331396440006
39,47.0282369700581
40,43.62406481761626
41,41.529990227223024
42,38.71710921259153
43,35.0396580043828
44,36.31022650200735
45,32.38897921950926
46,30.98998580736475
47,33.5365029895084
48,37.72644736228291
49,41.72194990889621
50,45.997044957574516
51,50.61018445777624
52,51.64558749887044
53,48.52664155055715
54,50.59761747868255
55,48.34879633984754
56,47.66501686269308
57,48.84880735803642
58,49.504310048821765
59,48.4778087607953
60,46.43118635595389
61,47.025693260673556
62,45.63821623481279
63,43.80123749728824
64,42.09525179716478
65,35.26988819769747
66,35.6917967850671
67,35.345966111280006
68,32.62997015773438
69,30.556451578082967
70,31.171028948408484
71,34.17291583482924
72,43.79742639615247
73,50.29842371816371
74,50.5370983250576
75,47.80930268484947
76,53.71559257163965
77,61.38226678108006
78,64.98383812991804
79,62.906228759803255
80,61.05985529570117
81,59.3032526831276
82,58.33399255828946
83,59.254864038670135
84,61.62398534103917
85,61.97815055758988
86,53.81750430201602
87,51.122224374063315
88,47.77360512890287
89,38.275964350878695
90,37.63816361814273
91,35.71452922839778
92,33.789427711589404
93,31.97855928794164
94,30.041826931939312
95,33.16797529049137
96,43.59997570924585
97,48.95149825833348
98,46.578031923164694
99,47.679520103611296
100,52.84671542391936
101,59.305315921507955
102,64.27230742815097
103,64.69962944499841
104,61.347142141471785
105,63.92225226879252
106,63.92806049518412
107,62.08198093962481
108,60.38179090602549
109,59.443450011108794
110,57.19352529162656
111,51.771111398629735
112,44.85480602033611
113,38.87326505896963
114,35.71587423561192
115,35.186263275270015
116,32.45494784875444
117,31.523790898667894
118,31.964202023541265
119,34.044207076944005
120,43.038647962602504
121,48.84108113924052
122,50.14349411781471
123,49.684149616664754
124,51.48660956354316
125,57.19340379533904
126,64.83051659098945
127,64.5939243646736
128,60.92315053267326
129,63.58633966721034
130,62.7352386674479
131,62.544139263367754
132,62.23313500700736
133,60.54395412724071
134,56.99289035624282
135,51.795343186128335
136,45.58149968935526
137,39.94159149981537
138,36.21749443612221
139,33.79761649434289
140,31.581998714907808
141,29.23287420839157
142,29.461244365945497
143,34.72281159048747
144,43.2159647237561
145,49.51721673753291
146,47.552927187071575
147,49.6607855125597
148,51.59979371328892
149,60.270900405578864
150,62.78293235373838
151,62.45401283916807
152,64.83713020385639
153,64.25380089252906
154,63.53364352908851
155,58.33847760175667
156,59.07114011981756
157,59.82955884267868
158,54.29345111300566
159,51.880768610403805
160,48.041244845510256
161,40.69614266813331
162,36.92386538906732
163,33.568288243822266
164,31.383202411371286
165,31.168731415016573
166,29.977093080095802
167,34.88639907347083
168,44.29945799908265
169,51.36026760771139
170,48.30402880030623
171,49.96893599415622
172,54.724729650242494
173,57.07159684909974
174,60.199195453748864
175,64.58594878948492
176,59.91778215858244
177,58.857038162390936
178,58.44849183504291
179,61.36133284547364
180,61.05240162522896
181,54.878220018389456
182,52.526011704229674
183,52.10854015553389
184,47.180326209332975
185,41.107624837121634
186,38.293446377492025
187,36.567689171937836
188,33.24457544161528
189,30.148734923428922
190,29.67521944772396
191,31.99036170285968
192,36.70331459169887
193,43.00018790099153
194,48.55478299985873
195,51.7939899167846
196,53.151265079822124
197,53.51674050521091
198,53.78054820919056
199,53.70316497712495
200,51.8503569176049
201,53.42371609178357
202,51.405194327465026
203,52.961330342190195
204,50.256569322794554
205,47.73956016291565
206,49.759351410064916
207,48.60211509031361
208,44.746594314954116
209,41.64019686159713
210,40.0076932736827
211,35.318213241647726
212,35.525272629205084
213,32.17081866804022
214,32.30892687589802
215,31.568547827643826
216,38.1746802176323
217,43.606686308225775
218,48.79948340527956
219,52.214959897949285
220,51.73956847450094
221,49.96649055256458
222,49.5727857105605
223,48.864297440705954
224,47.64448172361235
225,49.74392102903579
226,45.99812666878914
227,48.949857022508056
228,47.12865291297455
229,49.57430821558528
230,46.588561366462095
231,44.22151493876452
232,42.493835994328144
233,39.11164871432667
234,35.54310137488611
235,33.567732817414296
236,32.44862004949404
237,31.221118944834778
238,30.52616267547707
239,33.72212715174544
240,45.56218196826463
241,48.736611869283976
242,46.460968100311575
243,48.348609812897614
244,55.98101392587142
245,57.53410636972185
246,61.86087898491386
247,62.216642386158014
248,61.58094607986398
249,64.66340519123494
250,60.737959145007856
251,60.559025518323125
252,62.49200562187165
253,60.19446858647418
254,58.294401892743785
255,54.23455700015731
256,46.05232520388657
257,40.55817464334292
258,35.17605741451949
259,36.46630015903123
260,34.526925291531455
261,30.575177084466112
262,29.902870148869482
263,35.8133939071682
264,44.00134434455779
265,49.28327424265326
266,50.572357005978766
267,49.13414646173504
268,51.54709750492002
269,60.77746736804619
270,64.52650094334004
271,63.21560328484416
272,60.45832114980785
273,59.05995236678547
274,59.89733672379788
275,61.49116630831785
276,59.50221680803816
277,60.611406591485654
278,57.292466071133255
279,51.405852031708214
280,46.921727665777745
281,41.21166584874923
282,34.51981337133553
283,35.81827483551857
284,31.47461787280662
285,31.70087406718661
286,30.140849953323773
287,33.31588244035118
288,44.679522317051976
289,48.70209412039705
290,49.39264065701598
291,49.45189352543948
292,51.33944067407671
293,61.057628415290026
294,63.862206847490995
295,64.74430217237746
296,64.29380087190926
297,62.31978196884236
298,59.53459943907361
299,57.87329361410151
300,58.57137724070286
301,58.843566371165785
302,56.75459581824581
303,54.7352206825519
304,47.82442208001009
305,39.89598517902922
306,36.10559874256283
307,34.846910410755775
308,33.411976898025515
309,31.448532338688967
310,30.151076059842975
311,34.545490739804734
312,45.30567823211944
313,48.043423198258935
314,47.28111786379133
315,48.603886593083224
316,50.28550277910259
317,60.9669656855407
318,63.61852394787761
319,62.357689927262996
320,64.94331375969237
321,62.016543206025645
322,64.86020816800776
323,60.99379882533123
324,61.387973966255736
325,57.626604336886594
326,55.60273923937448
327,52.74081014630435
328,46.40971195810288
329,38.041015835175585
330,36.045748859228375
331,33.88291612733915
332,31.227608862108486
333,30.15984909844485
334,31.179125775448405
335,33.37132469273655
336,44.31721289242845
337,50.08029616850491
338,49.59556357361098
339,49.00121724233813
340,52.995745355822976
341,58.33151656440823
342,62.483848634846595
343,66.82949506777989
344,60.205364755006336
345,62.767294689679915
346,63.639191609689604
347,59.03157467239558
348,60.71721707872055
349,56.831675714797285
350,51.6749199165685
351,50.80798134469711
352,45.3100869824531
353,40.57950197010397
354,37.95529629378737
355,36.36249755090585
356,34.544669828016325
357,31.796924008542256
358,29.80202167421855
359,31.166535309673662
360,38.153564004866034
361,45.67994041003077
362,48.18456693765334
363,53.484760887423555
364,52.694581804086866
365,53.68792221695499
366,53.68143341231035
367,51.91741307890749
368,51.633326568024636
369,52.42313655723228
370,52.88427292299739
371,52.18239501929219
372,50.19316162882274
373,49.063999771724795
374,49.34553120855056
375,46.01302778325328
376,42.71085845478422
377,40.16417953037462
378,37.81850058658572
379,36.00359628818411
380,34.62305881376549
381,32.11230900612894
382,30.74281373821968
383,33.00742576438821
384,37.80124657623771
385,43.30542195298874
386,48.44302608707852
387,51.399301187196826
388,49.37452263281912
389,48.62953446292412
390,50.89819458743368
391,47.45590716420021
392,46.00940046761166
393,47.09440850687816
394,45.50809705310759
395,48.03428281700463
396,46.216913539933
397,49.28226928120084
398,45.389937088411216
399,44.02418880031335
400,41.82017868732283
401,37.90043512114403
402,34.77584659897531
403,35.53587409639467
404,32.1469386196945
405,30.781795561397605
406,31.930426484700966
407,34.10554209343786
408,43.625392718478146
409,51.35001337330847
410,49.486968585345686
411,49.47376158727594
412,52.591851649618846
413,60.954104908090734
414,60.65343860483983
415,67.11842439544019
416,64.98364464202322
417,63.59921620151344
418,64.18130102976878
419,63.73361078689579
420,61.29614427027089
421,57.125010052567596
422,54.30446867037807
423,53.29486924790417
424,45.66548805979829
425,37.38555103306423
426,35.806105476584186
427,36.074585171032936
428,32.719240065192224
429,29.995198308478777
430,31.165460559693965
431,33.06036373920071
432,45.5016840564852
433,47.408577464878114
434,48.61664817237827
435,49.46788130544778
436,52.166535784503054
437,57.95072374425412
438,60.97418753532516
439,64.6542063658142
440,60.48809958707744
441,59.97542859417601
442,58.529248207723725
443,58.563596958066356
444,59.76700710766181
445,60.16197084321454
446,57.77098035142903
447,51.49117675549927
448,43.718296924577125
449,37.72272666430399
450,35.64546751474307
451,35.10998395364509
452,33.493406325069785
453,31.705065500625395
454,31.69988577487823
455,36.082964606678445
456,44.1008327551621
457,47.15988377149514
458,50.89591962221482
459,47.990886938787945
460,54.28832903722155
461,61.55576091199695
462,61.404546566918114
463,67.48622818147624
464,65.12733287727082
465,59.99216908237893
466,61.27737777491109
467,62.90220371551676
468,62.657468009969435
469,60.483497932569335
470,56.714991672268866
471,51.78524014668341
472,46.127534273428395
473,40.50417895004857
474,36.99353499380613
475,36.026667959394146
476,32.763210107808796
477,30.058119695987966
478,29.945840790175442
479,33.59723798986719
480,42.183175894559206
481,51.78445232121862
482,48.495913835135916
483,48.140045601391755
484,51.52728793392734
485,58.11601019991403
486,65.73453693200499
487,65.98441397568111
488,64.76423135076956
489,59.34031778262546
490,59.99572530637518
491,58.72164518568867
492,62.420729655903614
493,57.58375806212709
494,58.21625902191752
495,50.06046258649204
496,46.85394563351732
497,38.52411395663832
498,37.719036395918316
499,33.65360711678051
500,31.000858338100812
501,31.26204505934367
502,31.673047139041294
503,33.52298974678864
504,45.76387808268591
505,48.86641649738495
506,46.78481295821104
507,48.14650908778465
508,51.04374819146284
509,59.63759985144041
510,60.474029363620915
511,66.36243678762489
512,59.8838304555222
513,58.00988961084474
514,63.12286685722514
515,60.29523032889789
516,55.98030785518649
517,57.638233640360404
518,55.1120688166741
519,49.58013973410757
520,45.195464127481905
521,41.22098955287144
522,37.57408659206231
523,37.905583508152354
524,35.63538950031423
525,32.36654423466068
526,31.788314817093934
